Title,Employer Name,Experience,Salary,Location,Posted Value,Posted Unit,Skills list
Field Executive,Anaxee Digital Runners,0 to 4 Yrs,,Madhya Pradesh,6,days,"['EnglishAbility to multitask projects', 'Working with deadlines', 'Marketing traits', 'Language requirements Hindi', 'Techsavvy', 'Aware of Digital Platforms', 'Fieldwork']"
Digital Marketing Executive,Erginous Technologies,1 to 5 Yrs,,Punjab,6,days,"['Digital Marketing Performance Optimization', 'Web Analytics', 'Market Research', 'Content Strategy', 'Collaboration', 'Campaigns Management', 'Industry Updates']"
Store Manager- Jewelry,Conversehr Solutions,2 to 6 Yrs,,All India,6,days,"['Store Management Team Management', 'Sales', 'Customer Service', 'Inventory Management', 'Jewelry Retail']"
Social Media Manager - Mental Health Startup,RABBITEYE LAB,1 to 5 Yrs,,Haryana,6,days,"['Social media management Content creation', 'Community management', 'Analytics', 'Trend forecasting', 'Communication skills']"
Senior Quality Auditor,Devriz Fashion Lifestyle Private Limited,5 to 9 Yrs,,All India,6,days,"['Telesales Quality Audit', 'Leadership', 'MS Office', 'Analytical Skills', 'Sales Techniques', 'Call Handling']"
Brand Marketing Intern,DaMENSCH,0 to 4 Yrs,,Karnataka,6,days,"['Content Creation Special Projects', 'Influencer Management']"
LOGISTICS FACULTY,ENBRIDG INTERNATIONAL TRAINING CAMPUS,2 to 6 Yrs,,Kochi,6,days,['Logistics Supply Chain Management']
Marine Draughtsman,Navalt Green Mobility Private Limited,1 to 5 Yrs,,Kochi,6,days,"['Time ManagementMarine Draughtsman', 'Marine CAD Proficiency', 'Attention to Marine Detail', 'Regulatory Awareness', 'ProblemSolving Skills', 'Team Collaboration', 'Communication', 'Leadership', 'Support']"
Fullstack Developer (Angular/.NET),Faptic Technology,3 to 7 Yrs,,All India,6,days,"['HTML5 CSS3', 'RESTful APIs', 'Unit Testing', 'Moq', 'NUnit', 'xUnit', 'C NET Core', 'Angular 9', 'JavaScriptTypeScript', 'Web API', 'SOAPbased services', 'Mocking frameworks', 'clean coding principles', 'secure coding practices', 'code refactoring techniques', 'programming best practices', 'web', 'application security fundamentals']"
Sales And Business Development,Lucres,2 to 6 Yrs,,Karnataka,6,days,"['Analytical Skills Market Research', 'Customer Service', 'Lead Generation', 'Interpersonal Skills', 'Direct Sales', 'Reputation Management', 'Data Management', 'Strong Communication', 'Client Relationship Building', 'Meeting Sales Targets', 'Client Outreach']"
Women Sales Executive,TARASRI by Tibarumal Gems & Jewels,1 to 5 Yrs,,Hyderabad,6,days,"['Sales Communication Skills', 'Customer Relationship Management', 'Retail', 'Luxury Jewelry', 'Sales Targets']"
Senior Specialist - FP&A (Forecasting),Shimmer HR Consultancy,5 to 10 Yrs,,Haryana,6,days,"['Forecasting Financial Analysis', 'Budgeting', 'Data Collection', 'Data Analysis', 'Profit', 'Loss Statement']"
Quality Head (Sheet Metal),Life Solutions Company,5 to 9 Yrs,,Ludhiana,6,days,"['quality control quality assurance', 'quality inspection', 'documentation', 'team leadership', 'ISO standards', 'analytical skills', 'Vernier', 'micrometer', 'height gauge', 'sheet metal industry', 'process audits', 'customer quality requirements', 'problemsolving', 'measuring instruments']"
Commis Chef,PVR INOX Limited,0 to 3 Yrs,,Chennai,6,days,"['Food Preparation Sanitation', 'Cooking', 'Hospitality Service', 'Organizational Skills', 'Kitchen Equipment Operation', 'Ingredient Preparation']"
Investment Advisory Intern,Tradeshala,0 to 4 Yrs,,All India,6,days,"['Finance Economics', 'Commerce', 'Wealth Management', 'Financial Planning', 'Capital Markets', 'Verbal Communication', 'Written Communication', 'Excel', 'MBA Finance', 'Market Basics', 'Asset Classes', 'Investment Instruments', 'TradingView', 'Smallcase', 'Mutual Fund Platforms']"
Community & Events Coordinator,Uplers,1 to 5 Yrs,,All India,6,days,"['Event Management Sports', 'Retail Operations']"
Site Merchandiser / Catalogue Manager / On-Site Sales,Vaibhav Global,1 to 5 Yrs,,Jaipur,6,days,"['Promotions SEO', 'Conversion Optimization', 'Data Analysis', 'Site Merchandising', 'Product Listings', 'Catalogue Management', 'OnSite Sales', 'Performance Tracking']"
Conducteurs  Receveurs (H/F),CARS FAURE,0 to 4 Yrs,,Sonipat,6,days,"['Conduite Transport de voyageurs', 'Accueil', 'Ponctualit', 'Scurit des passagers', 'Entretien vhicule', 'Gestion de la billetterie']"
Trainee Project Management,Internet Research Bureau,0 to 4 Yrs,,All India,6,days,"['Communication Vendor Management', 'Client Satisfaction', 'Online data collection']"
Backend Executive(Female),Mayoor School of Music,0 to 4 Yrs,,Noida,6,days,['Basic Knowledge of Computer Good written communication']
Sales Executive,Futuristic Tech Private Limited,2 to 6 Yrs,,Telangana,6,days,"['service sales communication skills', 'lead generation', 'professionalism', 'IPR trade', 'dealing with clients', 'field meetings']"
Business Analyst,Vashi Integrated Solutions,4 to 8 Yrs,,Haryana,6,days,"['Sales Management Team Leadership', 'Market Analysis', 'Customer Relationship Management', 'Performance Monitoring', 'Sales Acumen', 'Analytical Skills', 'Communication Skills', 'Technical Proficiency', 'Solar Product Sales', 'Product Advocacy', 'Event Representation', 'Organizational Skills', 'Commercial Acumen']"
Electrical Maintenance / PLC Robotic,Dimension,3 to 7 Yrs,,All India,6,days,"['PLC Programming Troubleshooting', 'Machine Maintenance', 'Process Optimization', 'Team Training', 'Vendor Management', 'Project Implementation', 'Energy Efficiency', 'Automation System Integration', 'Safety', 'Compliance', 'Documentation', 'Reporting']"
Sales & Marketing Coordinator,R. Wadiwala Sec Pvt Ltd,1 to 5 Yrs,,Maharashtra,6,days,"['Sales Marketing', 'Customer Service', 'Coordinating', 'Followup']"
Software Tester,Overseas Cyber Technical Services (OCTS),1 to 5 Yrs,,Tamil Nadu,6,days,"['Software Testing Test Cases', 'Bug Tracking', 'Automated Testing', 'Selenium', 'Cypress', 'Agile', 'Scrum', 'API Testing', 'ISTQB', 'Postman', 'Test Plans', 'CICD Pipelines', 'Cloud Environments']"
Site Supervisor,StarMaxx HR Services,0 to 4 Yrs,,Jaipur,6,days,['Modular Kitchens Salary Knowledge']
Business Development Manager (Online bidding),innofied,3 to 7 Yrs,,Kolkata,6,days,"['Business Development Sales Strategies', 'Client Communication', 'Requirement Gathering', 'Web Development', 'Mobile Development', 'Bidding', 'Negotiation', 'Presales', 'Analytical Skills', 'Problem Solving', 'Technology Trends', 'Documentation', 'Marketplaces', 'Deal Closing', 'Proposal Response']"
TSA Day Shift.... Inbound Tech,Adeeba e Services Pvt. Ltd.,0 to 3 Yrs,,Kolkata,6,days,['Outbound Tech Support Sales Skills']
Senior Data Engineer,Uplers,5 to 9 Yrs,,Ahmedabad,6,days,"['Snowflake dbt', 'Airflow', 'SQL', 'Spark', 'Python']"
Social Media Marketing Specialist,Tectra Technologies LLC,2 to 6 Yrs,,Chennai,6,days,"['Social Media Marketing Digital Marketing', 'Marketing', 'Communication', 'SEO', 'SEM', 'Social Media Content Creation']"
Civil Engineer,Bose Consulting,2 to 6 Yrs,,Howrah,6,days,['Civil Engineer']
Strategic Business Development Manager,Devant IT Solutions Pvt Ltd,2 to 6 Yrs,,All India,6,days,"['Online Bidding Client Communication', 'Proposal Writing', 'Project Estimation', 'Client Relationship Management', 'Bidding Strategies']"
Senior .NET Full Stack Engineer,Uplers,5 to 15 Yrs,,All India,6,days,"['Automation tools IOT', 'Mqtt', 'Entity Framework', 'microservices', 'SOLID', 'Angular', 'Azure', 'C', 'Docker', 'Kubernetes', 'Devops practices', 'ASPNET', 'CICD']"
Maintenance Engineer,Active India Employment Services Pvt. Ltd,2 to 6 Yrs,,Gandhidham,6,days,"['Maintenance Repair', 'Troubleshooting', 'Machine performance', 'Safety guidelines']"
"Business Executive Heavy Commercial Vehicle Loan, Truck loan",IBL,1 to 6 Yrs,,All India,6,days,"['market knowledgeHCV finance', 'dealer relationship', 'broker relationship', 'DSA relationship']"
Manager - HR Operations,Ticknetwork pvt Ltd,3 to 7 Yrs,,Chennai,6,days,"['Talent acquisition HR operations', 'Administrative support', 'Employee relations', 'Training', 'Onboarding', 'Labour laws', 'HR policies', 'Strategic planning', 'MS Office', 'Communication skills', 'Interpersonal skills', 'Endtoend recruitment', 'Performance appraisals', 'Development activities', 'HR data management', 'HR management tools']"
Area Sales Manager- General and modern trade - Personal care,The Wellness Shop,4 to 8 Yrs,,Jaipur,6,days,"['Sales Management Channel Management', 'Sales Strategies', 'Credit Management', 'Negotiation Skills', 'Communication Skills', 'Leadership Skills', 'Market Visits', 'Sales Data Analysis']"
Business Development Intern,Atraski Fashion,0 to 4 Yrs,,West Bengal,6,days,"['Business Development Market Research', 'Client Management', 'Negotiation Skills', 'Ms Excel', 'Powerpoint', 'Communication Skills', 'Marketing', 'Sales', 'Proposal Making', 'Pitching', 'Sales Pipeline Management']"
Sales And Marketing Intern,Oxford Global Academy of Excellence,0 to 4 Yrs,,West Bengal,6,days,"['Lead Generation Sales Support', 'Prospecting', 'Client Interaction', 'Data Analysis', 'Reporting', 'Customer Relationship Management', 'Communication Skills', 'Market Trends Analysis']"
Chief of Staff,Profile HR Consultants Pvt Ltd,5 to 9 Yrs,,All India,6,days,"['Calendar Management Strategic Planning', 'Process Optimization', 'Performance Management', 'Project Management', 'Strategy', 'Project Management', 'Business Transformation', 'Presentation Skills', 'Analytical Skills', 'Problem Solving', 'Strategic Support', 'Communication Protocol', 'Crossfunctional Workshops', 'Project Reporting', 'Articulation Skills']"
Growth Specialist (B2B),Jobaaj Group,0 to 3 Yrs,,Agra,6,days,"['Prospecting Cold Calling', 'Networking', 'Sales Strategies', 'Solution Selling', 'Negotiation', 'CRM Management', 'Market Analysis', 'Needs Assessments', 'Crossfunctional Collaboration']"
Senior Merchandiser - PD,arsons placement,5 to 9 Yrs,,Noida,6,days,"['PD costing', 'linen', 'merchandiser', 'denims', 'twill jackets', 'Premium products', 'fabrics']"
React Internship,Arcitech,0 to 3 Yrs,,Navi Mumbai,6,days,"['APIs Hooks', 'React', 'State Management', 'Redux', 'Virtual DOM', 'Context API']"
Student Outreach Associate (SOA),AnantX Academy,0 to 4 Yrs,,All India,6,days,"['Networking skillsStrong communication', 'Persuasive communicator']"
HR Recruiter,Sterling Manufacturing Company,2 to 6 Yrs,,Haryana,6,days,['HR Recruitment']
EUROPE DOCUMENTATION HEAD,Anfield study abroad,2 to 6 Yrs,,Kozhikode,6,days,['Good communication skills Knowledge in handling computer']
Discord Community Builder,Runable,1 to 5 Yrs,,Karnataka,6,days,"['Community Building Creative Content', 'Engagement Initiatives', 'Moderation', 'Feedback Gathering', 'Online Communities', 'Customer Obsession']"
Photoshop Designer,Hindustan Human Resource solutions,0 to 4 Yrs,,Thiruvananthapuram,6,days,['Photoshop Design']
Staff III Critical Care Therapist,Christian Medical College India,4 to 8 Yrs,,Vellore,6,days,['Critical Care Technology Critical Care Therapy']
HR Recruiter / Admin,DDM,2 to 6 Yrs,,Howrah,6,days,"['Recruitment Screening', 'Interview Coordination', 'Onboarding', 'Communication Skills', 'Interpersonal Skills', 'MS Office', 'Employee Records Management', 'Administrative Tasks', 'Multitasking', 'Prioritization']"
Graphic Designer (Sports),HINDUSTAN RECRUITMENT,1 to 5 Yrs,,Jalandhar,6,days,"['Illustrator  InDesign', 'Graphics', 'Graphic Design skills', 'Logo Design', 'Branding skills', 'Typography skills', 'Experience in sports graphic design', 'Proficiency in Adobe Creative Suite Photoshop']"
Embedded Firmware Intern,Indian Institute of Science (IISc),0 to 4 Yrs,,Karnataka,6,days,"['firmware development C', 'C', 'Python', 'digital signal processing', 'communication protocols', 'critical thinking', 'communication skills', 'analytical skills', 'BLE security', 'encryption processes', 'microcontroller programming', 'problemsolving', 'documentation skills']"
Tool Room Quality Incharge,Desirous Global Consulting,4 to 10 Yrs,,Chennai,6,days,"['MIS preparation Design review', 'MRM documents preparation', 'PFR review', 'Inspection methodology', 'BOM verification', 'Static inspection', 'Dynamic inspection', 'CFT meeting', 'CMM team coordination', 'Checking fixture concept', 'Customer complaints handling', 'NCR  CAPA register maintenance', 'Kit elements deviations verification', 'Buyoff documents verification']"
Registered Nurses for Germany,Manjoorans Education Academy Pvt. Ltd.,1 to 5 Yrs,,Kottayam,6,days,"['Indian Registered Nurses Diploma in nurses', 'BSc in nursing', 'German Language Training']"
Production Merchandiser,Asuka Couture,3 to 7 Yrs,,Haryana,6,days,"['Fashion Merchandising Garment Construction', 'Production Management', 'Inventory Management', 'Sales Analysis', 'Supplier Management', 'Client Relationship Management', 'Microsoft Excel']"
Sales Team Lead,Magnet Brains Software Tech. Pvt. Ltd,2 to 6 Yrs,,Bhopal,6,days,"['Team Leadership Relationship Management', 'Sales Reporting', 'Target Achievement', 'Deal Closure', 'Performance Monitoring', 'Collaboration', 'Business', 'Marketing', 'Leadership', 'Communication', 'Interpersonal Skills', 'Negotiation', 'Closing Abilities', 'Sales Pitch', 'CRM Tools', 'Reporting Practices']"
Sales Promotion Officer,Tynor Orthotics Private Limited,1 to 7 Yrs,,Bhopal,6,days,"['Sales Management Market Analysis', 'Customer Relationship Management', 'Product Demonstration', 'Product Knowledge', 'Promotional Activities', 'Sales Target Achievement']"
Fashion Design Assistant Illustrator,Phenomenal HR,2 to 6 Yrs,,Kochi,6,days,"['Fashion Design Illustration', 'Pattern Making', 'Tailoring', 'Sketching', 'Market Research', 'Communication Skills', 'Fabric Cutting', 'Technical Drawings']"
Marketing/Telemarketing Executive,ALANI HOMES,1 to 5 Yrs,,All India,6,days,"['Sales Telemarketing', 'Real Estate Sales', 'Communication Skills']"
Investment Accounting,TOP MNC,2 to 15 Yrs,,Karnataka,6,days,"['Hedge Accounting Investment Accounting', 'bonds', 'derivatives', 'monthly closing', 'US GAAP', 'yellow book', 'RTR', 'Controllership', 'Derivative Accounting', 'Mark to Market MTM booking', 'accrual', 'amortization accounting', 'Profit  loss report', 'Derivative  swap', 'future', 'option', 'forward accounting', 'accounting on fixed income', 'quarterly closing activities', 'SEC Reporting', 'STAT reporting', 'IFRS reporting', 'Green book', 'Blue book', '10Q10K reporting', 'Finance Controller']"
Loan Syndication Executive,Cognizant Technology Solutions,2 to 6 Yrs,,Hyderabad,6,days,['loan syndication loan IQ']
UI/UX Design Intern,STEM Learning,0 to 4 Yrs,,Maharashtra,6,days,"['Adobe Illustrator Adobe Photoshop', 'Figma']"
Cad Designer - Furniture & interiors,Galleca_India,2 to 6 Yrs,,Hyderabad,6,days,"['AutoCAD SketchUp', '2D drafting', 'joinery', 'communication skills', 'coordination skills', '3D drafting', 'modular furniture layouts', 'interior space planning', 'furniture component drawings', 'hardware positioning', 'laminate specs', 'reading architectural drawings']"
Public Relations Executive,Oswaal Books,1 to 5 Yrs,,Agra,6,days,"['Public Relations Journalism', 'Media Relations', 'Crisis Communication', 'Social Media', 'MS Office', 'Communications']"
Receptionist,Spotless Incorp,5 to 9 Yrs,,Erode,6,days,['Tamil English']
AI Engineer Intern,Wattmonk Renewable Technologies Inc.,0 to 4 Yrs,,Haryana,6,days,"['Gemini Python', 'Angular', 'Sonet', 'Nodejs', 'React', 'Claude']"
Cold Forging Operator,Life Solutions Company,2 to 6 Yrs,,Ludhiana,6,days,['Header Machines Flat Thread Rolling']
Co-founder,Trivex Growth Solutions,0 to 4 Yrs,,All India,6,days,"['public speaking effective communication', 'sales', 'operations', 'content', 'tech', 'EdTech', 'training', 'entrepreneurial mindset', 'growth', 'platform strategy', 'educationbased startups']"
"Sales Manager PR, Advertising & Event Sponsorship",Symbroj Media Pvt. Ltd.,5 to 9 Yrs,,Delhi,6,days,"['B2B sales PR', 'leadership', 'planning', 'client servicing', 'key account management', 'team building', 'communication', 'media', 'events']"
Software Design Engineer,Big Bee Consultant,2 to 6 Yrs,,Faridabad,6,days,"['System ArchitectureSoftware Design Engineer', 'Python Programmer', 'Software Design', 'Development']"
Computer Vision Engineer,Adept Global,1 to 5 Yrs,,Karnataka,6,days,"['Python bash scripting', 'machine learning', 'Robotics', 'computer vision', 'sensors', 'Jira', 'Git', 'ROS', 'Linux environments', 'softwarehardware integration', 'collaboration with engineering teams', 'AI', 'cloud platforms']"
Fabrication Technician,Solto Innovations & Aviation Private Limited,1 to 5 Yrs,,Coimbatore,6,days,"['Material Handling Equipment Operation', 'Quality Assurance', 'Safety Compliance', 'Documentation', 'Basic Fabrication', 'Inventory Support', 'Reading Blueprints', 'Understanding Safety Standards', 'Basic Computer Skills']"
Graphic Designer and Video Editor,Fashion Passion Apparels (India) Private Limited,1 to 12 Yrs,,Delhi,6,days,"['Adobe Creative Suite Photoshop', 'Illustrator', 'After Effects', 'Graphic Design', 'Video Editing', 'Motion Graphics', 'Photo Editing', 'Color Correction', 'Composition', 'Premiere Pro']"
Mathematics Teacher,Null,2 to 6 Yrs,,Nashik,6,days,"['Mathematics Teaching', 'JEE Mathematics']"
Senior Fullstack Developer-MERN,Technocrats Horizons Compusoft Pvt Ltd.,4 to 8 Yrs,,Hyderabad,6,days,"['RESTful APIs AWS', 'Azure', 'Google Cloud Platform', 'Git', 'Database Management', 'MERN Stack', 'React Native', 'GraphQL']"
Public Relation Executive,Shivas Hair Designers Pvt Ltd,4 to 8 Yrs,,Maharashtra,6,days,"['Strategic Planning Media Relations', 'Content Creation', 'Event Management', 'Crisis Management', 'Public Relation']"
